"Name","Poverty by Poverty Level"
"Description","Poverty level is the ratio of household income to the Federal Poverty Level (FPL).&nbsp;The FPL varies based on the number of children and adults in a household and the age of the head of household. In 2018, <a href=""https://familiesusa.org/resources/federal-poverty-guidelines/"" target=""_blank"">the annual income thresholds for a family of four</a> would correspond to the following breakdown of poverty levels:<br />
Below 100% FPL = Below $25,100&nbsp;<br />
100 to 199% FPL = $25,100 to $50,199<br />
Below 200% FPL = Below $50,200<br />
200 to 399% FPL = $50,200 to $100,399<br />
400% FPL and above = $100,400 and above"
"Source Notes","CCC Analysis of U.S. Census Bureau, American Community Survey 1-Year Estimates, Public Use Microdata Sample Files (2005-2018). Retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a>."
"Notes","The Census Bureau excludes institutionalized individuals, individuals living in military group quarters or college dorms, and unrelated individuals under 15 years of age from poverty estimates. Percents refer to the percent of the total population for whom poverty status was determined."

Location,Poverty Level,TimeFrame,DataFormat,Data,Fips
Upper West Side,200 to 399% FPL,2014,Percent,0.15073,107
Upper West Side,400% FPL and above,2014,Percent,0.72255,107
Upper West Side,Below 100% FPL,2015,Percent,0.14538,107
Upper West Side,100 to 199% FPL,2015,Percent,0.08267,107
Upper West Side,Below 200% FPL,2015,Percent,0.22805,107
Upper West Side,200 to 399% FPL,2015,Percent,0.11843,107
Upper West Side,400% FPL and above,2015,Percent,0.65352,107
Upper West Side,Below 100% FPL,2016,Percent,0.0992,107
Upper West Side,100 to 199% FPL,2016,Percent,0.05909,107
Upper West Side,Below 200% FPL,2016,Percent,0.15829,107
Upper West Side,200 to 399% FPL,2016,Percent,0.14307,107
Upper West Side,400% FPL and above,2016,Percent,0.69864,107
Upper West Side,Below 100% FPL,2017,Percent,0.09209,107
Upper West Side,100 to 199% FPL,2017,Percent,0.0972,107
Upper West Side,Below 200% FPL,2017,Percent,0.18929,107
Upper West Side,200 to 399% FPL,2017,Percent,0.08869,107
Upper West Side,400% FPL and above,2017,Percent,0.72202,107
Upper West Side,Below 100% FPL,2018,Percent,0.0966,107
Upper West Side,100 to 199% FPL,2018,Percent,0.08339,107
Upper West Side,Below 200% FPL,2018,Percent,0.18,107
Upper West Side,200 to 399% FPL,2018,Percent,0.12218,107
Upper West Side,400% FPL and above,2018,Percent,0.69782,107
Upper East Side,Below 100% FPL,2005,Percent,0.06153,108
Upper East Side,100 to 199% FPL,2005,Percent,0.06653,108
Upper East Side,Below 200% FPL,2005,Percent,0.12805,108
Upper East Side,200 to 399% FPL,2005,Percent,0.11153,108
Upper East Side,400% FPL and above,2005,Percent,0.76041,108
Upper East Side,Below 100% FPL,2006,Percent,0.04176,108
Upper East Side,100 to 199% FPL,2006,Percent,0.05794,108
Upper East Side,Below 200% FPL,2006,Percent,0.0997,108
Upper East Side,200 to 399% FPL,2006,Percent,0.12451,108
Upper East Side,400% FPL and above,2006,Percent,0.77579,108
Upper East Side,Below 100% FPL,2007,Percent,0.04073,108
Upper East Side,100 to 199% FPL,2007,Percent,0.04638,108
Upper East Side,Below 200% FPL,2007,Percent,0.0871,108
Upper East Side,200 to 399% FPL,2007,Percent,0.14758,108
Upper East Side,400% FPL and above,2007,Percent,0.76532,108
Upper East Side,Below 100% FPL,2008,Percent,0.0542,108
Upper East Side,100 to 199% FPL,2008,Percent,0.04134,108
Upper East Side,Below 200% FPL,2008,Percent,0.09554,108
Upper East Side,200 to 399% FPL,2008,Percent,0.13979,108
Upper East Side,400% FPL and above,2008,Percent,0.76467,108
Upper East Side,Below 100% FPL,2009,Percent,0.05755,108
Upper East Side,100 to 199% FPL,2009,Percent,0.05242,108
Upper East Side,Below 200% FPL,2009,Percent,0.10996,108
Upper East Side,200 to 399% FPL,2009,Percent,0.12494,108
Upper East Side,400% FPL and above,2009,Percent,0.7651,108
Upper East Side,Below 100% FPL,2010,Percent,0.06539,108
Upper East Side,100 to 199% FPL,2010,Percent,0.06232,108
Upper East Side,Below 200% FPL,2010,Percent,0.12771,108
Upper East Side,200 to 399% FPL,2010,Percent,0.15762,108
Upper East Side,400% FPL and above,2010,Percent,0.71467,108
Upper East Side,Below 100% FPL,2011,Percent,0.05466,108
Upper East Side,100 to 199% FPL,2011,Percent,0.03481,108
Upper East Side,Below 200% FPL,2011,Percent,0.08948,108
Upper East Side,200 to 399% FPL,2011,Percent,0.10357,108
Upper East Side,400% FPL and above,2011,Percent,0.80695,108
Upper East Side,Below 100% FPL,2012,Percent,0.08669,108
Upper East Side,100 to 199% FPL,2012,Percent,0.04904,108
Upper East Side,Below 200% FPL,2012,Percent,0.13573,108
Upper East Side,200 to 399% FPL,2012,Percent,0.12767,108
Upper East Side,400% FPL and above,2012,Percent,0.7366,108
Upper East Side,Below 100% FPL,2013,Percent,0.06479,108
Upper East Side,100 to 199% FPL,2013,Percent,0.05334,108
Upper East Side,Below 200% FPL,2013,Percent,0.11813,108
Upper East Side,200 to 399% FPL,2013,Percent,0.15254,108
Upper East Side,400% FPL and above,2013,Percent,0.72933,108
Upper East Side,Below 100% FPL,2014,Percent,0.08815,108
Upper East Side,100 to 199% FPL,2014,Percent,0.05319,108
Upper East Side,Below 200% FPL,2014,Percent,0.14134,108
Upper East Side,200 to 399% FPL,2014,Percent,0.08827,108
Upper East Side,400% FPL and above,2014,Percent,0.77039,108
Upper East Side,Below 100% FPL,2015,Percent,0.04165,108
Upper East Side,100 to 199% FPL,2015,Percent,0.04899,108
Upper East Side,Below 200% FPL,2015,Percent,0.09064,108
Upper East Side,200 to 399% FPL,2015,Percent,0.15434,108
Upper East Side,400% FPL and above,2015,Percent,0.75502,108
Upper East Side,Below 100% FPL,2016,Percent,0.06356,108
Upper East Side,100 to 199% FPL,2016,Percent,0.06582,108
Upper East Side,Below 200% FPL,2016,Percent,0.12937,108
Upper East Side,200 to 399% FPL,2016,Percent,0.12309,108
Upper East Side,400% FPL and above,2016,Percent,0.74754,108
Upper East Side,Below 100% FPL,2017,Percent,0.06187,108
Upper East Side,100 to 199% FPL,2017,Percent,0.05296,108
Upper East Side,Below 200% FPL,2017,Percent,0.11483,108
Upper East Side,200 to 399% FPL,2017,Percent,0.09859,108
Upper East Side,400% FPL and above,2017,Percent,0.78659,108
Upper East Side,Below 100% FPL,2018,Percent,0.05615,108
Upper East Side,100 to 199% FPL,2018,Percent,0.04955,108
Upper East Side,Below 200% FPL,2018,Percent,0.1057,108
Upper East Side,200 to 399% FPL,2018,Percent,0.10541,108
Upper East Side,400% FPL and above,2018,Percent,0.78889,108
Manhattanville,Below 100% FPL,2005,Percent,0.31055,109
Manhattanville,100 to 199% FPL,2005,Percent,0.19915,109
Manhattanville,Below 200% FPL,2005,Percent,0.5097,109
Manhattanville,200 to 399% FPL,2005,Percent,0.19846,109
Manhattanville,400% FPL and above,2005,Percent,0.29184,109
Manhattanville,Below 100% FPL,2006,Percent,0.27244,109
Manhattanville,100 to 199% FPL,2006,Percent,0.23829,109
Manhattanville,Below 200% FPL,2006,Percent,0.51073,109
Manhattanville,200 to 399% FPL,2006,Percent,0.22348,109
Manhattanville,400% FPL and above,2006,Percent,0.26579,109
Manhattanville,Below 100% FPL,2007,Percent,0.22972,109
Manhattanville,100 to 199% FPL,2007,Percent,0.22001,109
Manhattanville,Below 200% FPL,2007,Percent,0.44974,109
Manhattanville,200 to 399% FPL,2007,Percent,0.24778,109
Manhattanville,400% FPL and above,2007,Percent,0.30248,109
Manhattanville,Below 100% FPL,2008,Percent,0.28877,109
Manhattanville,100 to 199% FPL,2008,Percent,0.23856,109
Manhattanville,Below 200% FPL,2008,Percent,0.52733,109
Manhattanville,200 to 399% FPL,2008,Percent,0.18972,109
Manhattanville,400% FPL and above,2008,Percent,0.28295,109
Manhattanville,Below 100% FPL,2009,Percent,0.23764,109
Manhattanville,100 to 199% FPL,2009,Percent,0.23352,109
Manhattanville,Below 200% FPL,2009,Percent,0.47116,109
Manhattanville,200 to 399% FPL,2009,Percent,0.22826,109
Manhattanville,400% FPL and above,2009,Percent,0.30057,109
Manhattanville,Below 100% FPL,2010,Percent,0.29377,109
Manhattanville,100 to 199% FPL,2010,Percent,0.22729,109
Manhattanville,Below 200% FPL,2010,Percent,0.52106,109
Manhattanville,200 to 399% FPL,2010,Percent,0.17212,109
Manhattanville,400% FPL and above,2010,Percent,0.30682,109
Manhattanville,Below 100% FPL,2011,Percent,0.26495,109
Manhattanville,100 to 199% FPL,2011,Percent,0.25308,109
Manhattanville,Below 200% FPL,2011,Percent,0.51803,109
Manhattanville,200 to 399% FPL,2011,Percent,0.23588,109
Manhattanville,400% FPL and above,2011,Percent,0.24609,109
Manhattanville,Below 100% FPL,2012,Percent,0.33955,109
Manhattanville,100 to 199% FPL,2012,Percent,0.1227,109
Manhattanville,Below 200% FPL,2012,Percent,0.46224,109
Manhattanville,200 to 399% FPL,2012,Percent,0.2664,109
Manhattanville,400% FPL and above,2012,Percent,0.27136,109
Manhattanville,Below 100% FPL,2013,Percent,0.26096,109
Manhattanville,100 to 199% FPL,2013,Percent,0.22427,109
Manhattanville,Below 200% FPL,2013,Percent,0.48523,109
Manhattanville,200 to 399% FPL,2013,Percent,0.22354,109
Manhattanville,400% FPL and above,2013,Percent,0.29124,109
Manhattanville,Below 100% FPL,2014,Percent,0.26423,109
Manhattanville,100 to 199% FPL,2014,Percent,0.22585,109
Manhattanville,Below 200% FPL,2014,Percent,0.49008,109
Manhattanville,200 to 399% FPL,2014,Percent,0.19619,109
Manhattanville,400% FPL and above,2014,Percent,0.31372,109
Manhattanville,Below 100% FPL,2015,Percent,0.23486,109
Manhattanville,100 to 199% FPL,2015,Percent,0.25101,109
Manhattanville,Below 200% FPL,2015,Percent,0.48587,109
Manhattanville,200 to 399% FPL,2015,Percent,0.20291,109
Manhattanville,400% FPL and above,2015,Percent,0.31122,109
Manhattanville,Below 100% FPL,2016,Percent,0.24236,109
Manhattanville,100 to 199% FPL,2016,Percent,0.22914,109
Manhattanville,Below 200% FPL,2016,Percent,0.4715,109
Manhattanville,200 to 399% FPL,2016,Percent,0.2339,109
Manhattanville,400% FPL and above,2016,Percent,0.2946,109
Manhattanville,Below 100% FPL,2017,Percent,0.22909,109
Manhattanville,100 to 199% FPL,2017,Percent,0.19302,109
Manhattanville,Below 200% FPL,2017,Percent,0.42212,109
Manhattanville,200 to 399% FPL,2017,Percent,0.22876,109
Manhattanville,400% FPL and above,2017,Percent,0.34912,109
Manhattanville,Below 100% FPL,2018,Percent,0.19396,109
Manhattanville,100 to 199% FPL,2018,Percent,0.18858,109
Manhattanville,Below 200% FPL,2018,Percent,0.38254,109
Manhattanville,200 to 399% FPL,2018,Percent,0.25018,109
Manhattanville,400% FPL and above,2018,Percent,0.36728,109
Central Harlem,Below 100% FPL,2005,Percent,0.33524,110
Central Harlem,100 to 199% FPL,2005,Percent,0.19039,110
Central Harlem,Below 200% FPL,2005,Percent,0.52563,110
Central Harlem,200 to 399% FPL,2005,Percent,0.26764,110
Central Harlem,400% FPL and above,2005,Percent,0.20673,110
Central Harlem,Below 100% FPL,2006,Percent,0.30827,110
Central Harlem,100 to 199% FPL,2006,Percent,0.24635,110
Central Harlem,Below 200% FPL,2006,Percent,0.55462,110
Central Harlem,200 to 399% FPL,2006,Percent,0.21736,110
Central Harlem,400% FPL and above,2006,Percent,0.22802,110
Central Harlem,Below 100% FPL,2007,Percent,0.29918,110
Central Harlem,100 to 199% FPL,2007,Percent,0.20739,110
Central Harlem,Below 200% FPL,2007,Percent,0.50657,110
Central Harlem,200 to 399% FPL,2007,Percent,0.28928,110
Central Harlem,400% FPL and above,2007,Percent,0.20415,110
Central Harlem,Below 100% FPL,2008,Percent,0.27919,110
Central Harlem,100 to 199% FPL,2008,Percent,0.17773,110
Central Harlem,Below 200% FPL,2008,Percent,0.45692,110
Central Harlem,200 to 399% FPL,2008,Percent,0.29074,110
Central Harlem,400% FPL and above,2008,Percent,0.25234,110
Central Harlem,Below 100% FPL,2009,Percent,0.25697,110
Central Harlem,100 to 199% FPL,2009,Percent,0.20782,110
Central Harlem,Below 200% FPL,2009,Percent,0.46479,110
Central Harlem,200 to 399% FPL,2009,Percent,0.21992,110
Central Harlem,400% FPL and above,2009,Percent,0.31529,110
Central Harlem,Below 100% FPL,2010,Percent,0.29274,110
Central Harlem,100 to 199% FPL,2010,Percent,0.24546,110
Central Harlem,Below 200% FPL,2010,Percent,0.53819,110
Central Harlem,200 to 399% FPL,2010,Percent,0.21824,110
Central Harlem,400% FPL and above,2010,Percent,0.24357,110
Central Harlem,Below 100% FPL,2011,Percent,0.25046,110
Central Harlem,100 to 199% FPL,2011,Percent,0.27251,110
Central Harlem,Below 200% FPL,2011,Percent,0.52297,110
Central Harlem,200 to 399% FPL,2011,Percent,0.27781,110
Central Harlem,400% FPL and above,2011,Percent,0.19922,110
Central Harlem,Below 100% FPL,2012,Percent,0.28154,110
Central Harlem,100 to 199% FPL,2012,Percent,0.2204,110
Central Harlem,Below 200% FPL,2012,Percent,0.50194,110
Central Harlem,200 to 399% FPL,2012,Percent,0.25365,110
Central Harlem,400% FPL and above,2012,Percent,0.24441,110
Central Harlem,Below 100% FPL,2013,Percent,0.3402,110
Central Harlem,100 to 199% FPL,2013,Percent,0.19614,110
Central Harlem,Below 200% FPL,2013,Percent,0.53634,110
Central Harlem,200 to 399% FPL,2013,Percent,0.25238,110
Central Harlem,400% FPL and above,2013,Percent,0.21129,110
Central Harlem,Below 100% FPL,2014,Percent,0.29624,110
Central Harlem,100 to 199% FPL,2014,Percent,0.18914,110
Central Harlem,Below 200% FPL,2014,Percent,0.48538,110
Central Harlem,200 to 399% FPL,2014,Percent,0.22585,110
Central Harlem,400% FPL and above,2014,Percent,0.28877,110
Central Harlem,Below 100% FPL,2015,Percent,0.24597,110
Central Harlem,100 to 199% FPL,2015,Percent,0.19311,110
Central Harlem,Below 200% FPL,2015,Percent,0.43908,110
Central Harlem,200 to 399% FPL,2015,Percent,0.27732,110
Central Harlem,400% FPL and above,2015,Percent,0.28359,110
Central Harlem,Below 100% FPL,2016,Percent,0.28517,110
Central Harlem,100 to 199% FPL,2016,Percent,0.19434,110
Central Harlem,Below 200% FPL,2016,Percent,0.47951,110
Central Harlem,200 to 399% FPL,2016,Percent,0.26327,110
Central Harlem,400% FPL and above,2016,Percent,0.25722,110
Central Harlem,Below 100% FPL,2017,Percent,0.25452,110
Central Harlem,100 to 199% FPL,2017,Percent,0.21356,110
Central Harlem,Below 200% FPL,2017,Percent,0.46808,110
Central Harlem,200 to 399% FPL,2017,Percent,0.21035,110
Central Harlem,400% FPL and above,2017,Percent,0.32157,110
Central Harlem,Below 100% FPL,2018,Percent,0.2636,110
Central Harlem,100 to 199% FPL,2018,Percent,0.17876,110
Central Harlem,Below 200% FPL,2018,Percent,0.44236,110
Central Harlem,200 to 399% FPL,2018,Percent,0.26022,110
Central Harlem,400% FPL and above,2018,Percent,0.29742,110
East Harlem,Below 100% FPL,2005,Percent,0.29211,111
East Harlem,100 to 199% FPL,2005,Percent,0.2446,111
East Harlem,Below 200% FPL,2005,Percent,0.53671,111
East Harlem,200 to 399% FPL,2005,Percent,0.29441,111
East Harlem,400% FPL and above,2005,Percent,0.16888,111
East Harlem,Below 100% FPL,2006,Percent,0.34629,111
East Harlem,100 to 199% FPL,2006,Percent,0.29028,111
East Harlem,Below 200% FPL,2006,Percent,0.63657,111
East Harlem,200 to 399% FPL,2006,Percent,0.18033,111
East Harlem,400% FPL and above,2006,Percent,0.1831,111
East Harlem,Below 100% FPL,2007,Percent,0.27934,111
East Harlem,100 to 199% FPL,2007,Percent,0.27985,111
East Harlem,Below 200% FPL,2007,Percent,0.55919,111
East Harlem,200 to 399% FPL,2007,Percent,0.2551,111
East Harlem,400% FPL and above,2007,Percent,0.1857,111
East Harlem,Below 100% FPL,2008,Percent,0.23932,111
East Harlem,100 to 199% FPL,2008,Percent,0.28572,111
East Harlem,Below 200% FPL,2008,Percent,0.52504,111
East Harlem,200 to 399% FPL,2008,Percent,0.26501,111
East Harlem,400% FPL and above,2008,Percent,0.20995,111
East Harlem,Below 100% FPL,2009,Percent,0.29896,111
East Harlem,100 to 199% FPL,2009,Percent,0.25628,111
East Harlem,Below 200% FPL,2009,Percent,0.55525,111
East Harlem,200 to 399% FPL,2009,Percent,0.21939,111
East Harlem,400% FPL and above,2009,Percent,0.22536,111
East Harlem,Below 100% FPL,2010,Percent,0.32514,111
East Harlem,100 to 199% FPL,2010,Percent,0.25655,111
East Harlem,Below 200% FPL,2010,Percent,0.58169,111
East Harlem,200 to 399% FPL,2010,Percent,0.19917,111
East Harlem,400% FPL and above,2010,Percent,0.21914,111
East Harlem,Below 100% FPL,2011,Percent,0.28025,111
East Harlem,100 to 199% FPL,2011,Percent,0.25591,111
East Harlem,Below 200% FPL,2011,Percent,0.53616,111
East Harlem,200 to 399% FPL,2011,Percent,0.25032,111
East Harlem,400% FPL and above,2011,Percent,0.21352,111
East Harlem,Below 100% FPL,2012,Percent,0.31302,111
East Harlem,100 to 199% FPL,2012,Percent,0.28911,111
East Harlem,Below 200% FPL,2012,Percent,0.60213,111
East Harlem,200 to 399% FPL,2012,Percent,0.18957,111
East Harlem,400% FPL and above,2012,Percent,0.20829,111
East Harlem,Below 100% FPL,2013,Percent,0.31832,111
East Harlem,100 to 199% FPL,2013,Percent,0.27008,111
East Harlem,Below 200% FPL,2013,Percent,0.5884,111
East Harlem,200 to 399% FPL,2013,Percent,0.19118,111
East Harlem,400% FPL and above,2013,Percent,0.22043,111
East Harlem,Below 100% FPL,2014,Percent,0.32419,111
East Harlem,100 to 199% FPL,2014,Percent,0.25392,111
East Harlem,Below 200% FPL,2014,Percent,0.57811,111
East Harlem,200 to 399% FPL,2014,Percent,0.23115,111
East Harlem,400% FPL and above,2014,Percent,0.19073,111
East Harlem,Below 100% FPL,2015,Percent,0.37393,111
East Harlem,100 to 199% FPL,2015,Percent,0.21685,111
East Harlem,Below 200% FPL,2015,Percent,0.59077,111
East Harlem,200 to 399% FPL,2015,Percent,0.19572,111
East Harlem,400% FPL and above,2015,Percent,0.21351,111
East Harlem,Below 100% FPL,2016,Percent,0.33833,111
East Harlem,100 to 199% FPL,2016,Percent,0.25463,111
East Harlem,Below 200% FPL,2016,Percent,0.59296,111
East Harlem,200 to 399% FPL,2016,Percent,0.19914,111
East Harlem,400% FPL and above,2016,Percent,0.2079,111
East Harlem,Below 100% FPL,2017,Percent,0.32224,111
East Harlem,100 to 199% FPL,2017,Percent,0.17626,111
East Harlem,Below 200% FPL,2017,Percent,0.49851,111
East Harlem,200 to 399% FPL,2017,Percent,0.26748,111
East Harlem,400% FPL and above,2017,Percent,0.23401,111
East Harlem,Below 100% FPL,2018,Percent,0.27164,111
East Harlem,100 to 199% FPL,2018,Percent,0.26072,111
East Harlem,Below 200% FPL,2018,Percent,0.53236,111
East Harlem,200 to 399% FPL,2018,Percent,0.19904,111
East Harlem,400% FPL and above,2018,Percent,0.26861,111
Washington Heights,Below 100% FPL,2005,Percent,0.24527,112
Washington Heights,100 to 199% FPL,2005,Percent,0.28443,112
Washington Heights,Below 200% FPL,2005,Percent,0.5297,112
Washington Heights,200 to 399% FPL,2005,Percent,0.24547,112
Washington Heights,400% FPL and above,2005,Percent,0.22483,112
Washington Heights,Below 100% FPL,2006,Percent,0.27174,112
Washington Heights,100 to 199% FPL,2006,Percent,0.19446,112
Washington Heights,Below 200% FPL,2006,Percent,0.4662,112
Washington Heights,200 to 399% FPL,2006,Percent,0.33481,112
Washington Heights,400% FPL and above,2006,Percent,0.19899,112
Washington Heights,Below 100% FPL,2007,Percent,0.26186,112
Washington Heights,100 to 199% FPL,2007,Percent,0.27383,112
Washington Heights,Below 200% FPL,2007,Percent,0.53569,112
Washington Heights,200 to 399% FPL,2007,Percent,0.28463,112
Washington Heights,400% FPL and above,2007,Percent,0.17968,112
Washington Heights,Below 100% FPL,2008,Percent,0.22085,112
Washington Heights,100 to 199% FPL,2008,Percent,0.22394,112
Washington Heights,Below 200% FPL,2008,Percent,0.44479,112
Washington Heights,200 to 399% FPL,2008,Percent,0.34939,112
Washington Heights,400% FPL and above,2008,Percent,0.20582,112
Washington Heights,Below 100% FPL,2009,Percent,0.25587,112
Washington Heights,100 to 199% FPL,2009,Percent,0.22657,112
Washington Heights,Below 200% FPL,2009,Percent,0.48244,112
Washington Heights,200 to 399% FPL,2009,Percent,0.25742,112
Washington Heights,400% FPL and above,2009,Percent,0.26014,112
Washington Heights,Below 100% FPL,2010,Percent,0.17421,112
Washington Heights,100 to 199% FPL,2010,Percent,0.28267,112
Washington Heights,Below 200% FPL,2010,Percent,0.45688,112
Washington Heights,200 to 399% FPL,2010,Percent,0.30105,112
Washington Heights,400% FPL and above,2010,Percent,0.24207,112
Washington Heights,Below 100% FPL,2011,Percent,0.26441,112
Washington Heights,100 to 199% FPL,2011,Percent,0.26377,112
Washington Heights,Below 200% FPL,2011,Percent,0.52818,112
Washington Heights,200 to 399% FPL,2011,Percent,0.28742,112
Washington Heights,400% FPL and above,2011,Percent,0.1844,112
Washington Heights,Below 100% FPL,2012,Percent,0.25321,112
Washington Heights,100 to 199% FPL,2012,Percent,0.31065,112
Washington Heights,Below 200% FPL,2012,Percent,0.56386,112
Washington Heights,200 to 399% FPL,2012,Percent,0.23803,112
Washington Heights,400% FPL and above,2012,Percent,0.19811,112
Washington Heights,Below 100% FPL,2013,Percent,0.28669,112
Washington Heights,100 to 199% FPL,2013,Percent,0.26294,112
Washington Heights,Below 200% FPL,2013,Percent,0.54963,112
Washington Heights,200 to 399% FPL,2013,Percent,0.23876,112
Washington Heights,400% FPL and above,2013,Percent,0.21161,112
Washington Heights,Below 100% FPL,2014,Percent,0.24696,112
Washington Heights,100 to 199% FPL,2014,Percent,0.2762,112
Washington Heights,Below 200% FPL,2014,Percent,0.52316,112
Washington Heights,200 to 399% FPL,2014,Percent,0.28742,112
Washington Heights,400% FPL and above,2014,Percent,0.18942,112
Washington Heights,Below 100% FPL,2015,Percent,0.22452,112
Washington Heights,100 to 199% FPL,2015,Percent,0.23759,112
Washington Heights,Below 200% FPL,2015,Percent,0.46211,112
Washington Heights,200 to 399% FPL,2015,Percent,0.30453,112
Washington Heights,400% FPL and above,2015,Percent,0.23337,112
Washington Heights,Below 100% FPL,2016,Percent,0.25107,112
Washington Heights,100 to 199% FPL,2016,Percent,0.21745,112
Washington Heights,Below 200% FPL,2016,Percent,0.46852,112
Washington Heights,200 to 399% FPL,2016,Percent,0.25892,112
Washington Heights,400% FPL and above,2016,Percent,0.27256,112
Washington Heights,Below 100% FPL,2017,Percent,0.16139,112
Washington Heights,100 to 199% FPL,2017,Percent,0.23894,112
Washington Heights,Below 200% FPL,2017,Percent,0.40033,112
Washington Heights,200 to 399% FPL,2017,Percent,0.30648,112
Washington Heights,400% FPL and above,2017,Percent,0.29319,112
Washington Heights,Below 100% FPL,2018,Percent,0.17979,112
Washington Heights,100 to 199% FPL,2018,Percent,0.21748,112
Washington Heights,Below 200% FPL,2018,Percent,0.39727,112
Washington Heights,200 to 399% FPL,2018,Percent,0.37606,112
Washington Heights,400% FPL and above,2018,Percent,0.22667,112
Mott Haven,Below 100% FPL,2005,Percent,0.51301,201
Mott Haven,100 to 199% FPL,2005,Percent,0.19666,201
Mott Haven,Below 200% FPL,2005,Percent,0.70967,201
Mott Haven,200 to 399% FPL,2005,Percent,0.23143,201
Mott Haven,400% FPL and above,2005,Percent,0.0589,201
Mott Haven,Below 100% FPL,2006,Percent,0.41722,201
Mott Haven,100 to 199% FPL,2006,Percent,0.25058,201
Mott Haven,Below 200% FPL,2006,Percent,0.6678,201
Mott Haven,200 to 399% FPL,2006,Percent,0.25071,201
Mott Haven,400% FPL and above,2006,Percent,0.08149,201
Mott Haven,Below 100% FPL,2007,Percent,0.38868,201
Mott Haven,100 to 199% FPL,2007,Percent,0.25681,201
Mott Haven,Below 200% FPL,2007,Percent,0.64549,201
Mott Haven,200 to 399% FPL,2007,Percent,0.2302,201
Mott Haven,400% FPL and above,2007,Percent,0.12431,201
Mott Haven,Below 100% FPL,2008,Percent,0.46007,201
Mott Haven,100 to 199% FPL,2008,Percent,0.28848,201
Mott Haven,Below 200% FPL,2008,Percent,0.74856,201
Mott Haven,200 to 399% FPL,2008,Percent,0.17585,201
Mott Haven,400% FPL and above,2008,Percent,0.07559,201
Mott Haven,Below 100% FPL,2009,Percent,0.42463,201
Mott Haven,100 to 199% FPL,2009,Percent,0.28134,201
Mott Haven,Below 200% FPL,2009,Percent,0.70597,201
Mott Haven,200 to 399% FPL,2009,Percent,0.21523,201
Mott Haven,400% FPL and above,2009,Percent,0.0788,201
Mott Haven,Below 100% FPL,2010,Percent,0.37501,201
Mott Haven,100 to 199% FPL,2010,Percent,0.2942,201
Mott Haven,Below 200% FPL,2010,Percent,0.6692,201
Mott Haven,200 to 399% FPL,2010,Percent,0.2197,201
Mott Haven,400% FPL and above,2010,Percent,0.1111,201
Mott Haven,Below 100% FPL,2011,Percent,0.41967,201
Mott Haven,100 to 199% FPL,2011,Percent,0.33665,201
Mott Haven,Below 200% FPL,2011,Percent,0.75631,201
Mott Haven,200 to 399% FPL,2011,Percent,0.18352,201
Mott Haven,400% FPL and above,2011,Percent,0.06016,201
Mott Haven,Below 100% FPL,2012,Percent,0.45983,201
Mott Haven,100 to 199% FPL,2012,Percent,0.28983,201
Mott Haven,Below 200% FPL,2012,Percent,0.74965,201
Mott Haven,200 to 399% FPL,2012,Percent,0.19694,201
Mott Haven,400% FPL and above,2012,Percent,0.05341,201
Mott Haven,Below 100% FPL,2013,Percent,0.41219,201
Mott Haven,100 to 199% FPL,2013,Percent,0.3137,201
Mott Haven,Below 200% FPL,2013,Percent,0.72589,201
Mott Haven,200 to 399% FPL,2013,Percent,0.21124,201
Mott Haven,400% FPL and above,2013,Percent,0.06286,201
Mott Haven,Below 100% FPL,2014,Percent,0.42709,201
Mott Haven,100 to 199% FPL,2014,Percent,0.32683,201
Mott Haven,Below 200% FPL,2014,Percent,0.75392,201
Mott Haven,200 to 399% FPL,2014,Percent,0.17458,201
Mott Haven,400% FPL and above,2014,Percent,0.0715,201
Mott Haven,Below 100% FPL,2015,Percent,0.38094,201
Mott Haven,100 to 199% FPL,2015,Percent,0.30541,201
Mott Haven,Below 200% FPL,2015,Percent,0.68635,201
Mott Haven,200 to 399% FPL,2015,Percent,0.19878,201
Mott Haven,400% FPL and above,2015,Percent,0.11487,201
Mott Haven,Below 100% FPL,2016,Percent,0.36457,201
Mott Haven,100 to 199% FPL,2016,Percent,0.25025,201
Mott Haven,Below 200% FPL,2016,Percent,0.61482,201
Mott Haven,200 to 399% FPL,2016,Percent,0.27341,201
Mott Haven,400% FPL and above,2016,Percent,0.11177,201
Mott Haven,Below 100% FPL,2017,Percent,0.44601,201
Mott Haven,100 to 199% FPL,2017,Percent,0.24047,201
Mott Haven,Below 200% FPL,2017,Percent,0.68649,201
Mott Haven,200 to 399% FPL,2017,Percent,0.25692,201
Mott Haven,400% FPL and above,2017,Percent,0.0566,201
Mott Haven,Below 100% FPL,2018,Percent,0.40371,201
Mott Haven,100 to 199% FPL,2018,Percent,0.265,201
Mott Haven,Below 200% FPL,2018,Percent,0.66871,201
Mott Haven,200 to 399% FPL,2018,Percent,0.22339,201
Mott Haven,400% FPL and above,2018,Percent,0.1079,201
Hunts Point,Below 100% FPL,2005,Percent,0.51301,202
Hunts Point,100 to 199% FPL,2005,Percent,0.19666,202
Hunts Point,Below 200% FPL,2005,Percent,0.70967,202
Hunts Point,200 to 399% FPL,2005,Percent,0.23143,202
Hunts Point,400% FPL and above,2005,Percent,0.0589,202
Hunts Point,Below 100% FPL,2006,Percent,0.41722,202
Hunts Point,100 to 199% FPL,2006,Percent,0.25058,202
