"Name","Poverty by Poverty Level"
"Description","Poverty level is the ratio of household income to the Federal Poverty Level (FPL).&nbsp;The FPL varies based on the number of children and adults in a household and the age of the head of household. In 2018, <a href=""https://familiesusa.org/resources/federal-poverty-guidelines/"" target=""_blank"">the annual income thresholds for a family of four</a> would correspond to the following breakdown of poverty levels:<br />
Below 100% FPL = Below $25,100&nbsp;<br />
100 to 199% FPL = $25,100 to $50,199<br />
Below 200% FPL = Below $50,200<br />
200 to 399% FPL = $50,200 to $100,399<br />
400% FPL and above = $100,400 and above"
"Source Notes","CCC Analysis of U.S. Census Bureau, American Community Survey 1-Year Estimates, Public Use Microdata Sample Files (2005-2018). Retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a>."
"Notes","The Census Bureau excludes institutionalized individuals, individuals living in military group quarters or college dorms, and unrelated individuals under 15 years of age from poverty estimates. Percents refer to the percent of the total population for whom poverty status was determined."

Location,Poverty Level,TimeFrame,DataFormat,Data,Fips
Midtown Business District,100 to 199% FPL,2018,Number,5927.1951,105
Midtown Business District,Below 200% FPL,2018,Number,11796.01883,105
Midtown Business District,200 to 399% FPL,2018,Number,7895.4775,105
Midtown Business District,400% FPL and above,2018,Number,34440.43908,105
Murray Hill/Stuyvesant,Below 100% FPL,2005,Number,8586,106
Murray Hill/Stuyvesant,100 to 199% FPL,2005,Number,8326,106
Murray Hill/Stuyvesant,Below 200% FPL,2005,Number,16912,106
Murray Hill/Stuyvesant,200 to 399% FPL,2005,Number,16813,106
Murray Hill/Stuyvesant,400% FPL and above,2005,Number,113100,106
Murray Hill/Stuyvesant,Below 100% FPL,2006,Number,10189,106
Murray Hill/Stuyvesant,100 to 199% FPL,2006,Number,9388,106
Murray Hill/Stuyvesant,Below 200% FPL,2006,Number,19577,106
Murray Hill/Stuyvesant,200 to 399% FPL,2006,Number,17782,106
Murray Hill/Stuyvesant,400% FPL and above,2006,Number,98536,106
Murray Hill/Stuyvesant,Below 100% FPL,2007,Number,16009,106
Murray Hill/Stuyvesant,100 to 199% FPL,2007,Number,8578,106
Murray Hill/Stuyvesant,Below 200% FPL,2007,Number,24587,106
Murray Hill/Stuyvesant,200 to 399% FPL,2007,Number,16513,106
Murray Hill/Stuyvesant,400% FPL and above,2007,Number,100539,106
Murray Hill/Stuyvesant,Below 100% FPL,2008,Number,10766,106
Murray Hill/Stuyvesant,100 to 199% FPL,2008,Number,8866,106
Murray Hill/Stuyvesant,Below 200% FPL,2008,Number,19632,106
Murray Hill/Stuyvesant,200 to 399% FPL,2008,Number,11753,106
Murray Hill/Stuyvesant,400% FPL and above,2008,Number,115089,106
Murray Hill/Stuyvesant,Below 100% FPL,2009,Number,10833,106
Murray Hill/Stuyvesant,100 to 199% FPL,2009,Number,10681,106
Murray Hill/Stuyvesant,Below 200% FPL,2009,Number,21514,106
Murray Hill/Stuyvesant,200 to 399% FPL,2009,Number,18489,106
Murray Hill/Stuyvesant,400% FPL and above,2009,Number,112360,106
Murray Hill/Stuyvesant,Below 100% FPL,2010,Number,10604,106
Murray Hill/Stuyvesant,100 to 199% FPL,2010,Number,11437,106
Murray Hill/Stuyvesant,Below 200% FPL,2010,Number,22041,106
Murray Hill/Stuyvesant,200 to 399% FPL,2010,Number,23240,106
Murray Hill/Stuyvesant,400% FPL and above,2010,Number,97789,106
Murray Hill/Stuyvesant,Below 100% FPL,2011,Number,16949,106
Murray Hill/Stuyvesant,100 to 199% FPL,2011,Number,10548,106
Murray Hill/Stuyvesant,Below 200% FPL,2011,Number,27497,106
Murray Hill/Stuyvesant,200 to 399% FPL,2011,Number,26290,106
Murray Hill/Stuyvesant,400% FPL and above,2011,Number,89627,106
Murray Hill/Stuyvesant,Below 100% FPL,2012,Number,11924,106
Murray Hill/Stuyvesant,100 to 199% FPL,2012,Number,9163,106
Murray Hill/Stuyvesant,Below 200% FPL,2012,Number,21087,106
Murray Hill/Stuyvesant,200 to 399% FPL,2012,Number,13354,106
Murray Hill/Stuyvesant,400% FPL and above,2012,Number,101865,106
Murray Hill/Stuyvesant,Below 100% FPL,2013,Number,13869,106
Murray Hill/Stuyvesant,100 to 199% FPL,2013,Number,10981,106
Murray Hill/Stuyvesant,Below 200% FPL,2013,Number,24850,106
Murray Hill/Stuyvesant,200 to 399% FPL,2013,Number,21898,106
Murray Hill/Stuyvesant,400% FPL and above,2013,Number,95879,106
Murray Hill/Stuyvesant,Below 100% FPL,2014,Number,14112,106
Murray Hill/Stuyvesant,100 to 199% FPL,2014,Number,6965,106
Murray Hill/Stuyvesant,Below 200% FPL,2014,Number,21077,106
Murray Hill/Stuyvesant,200 to 399% FPL,2014,Number,15991,106
Murray Hill/Stuyvesant,400% FPL and above,2014,Number,101451,106
Murray Hill/Stuyvesant,Below 100% FPL,2015,Number,14847,106
Murray Hill/Stuyvesant,100 to 199% FPL,2015,Number,8339,106
Murray Hill/Stuyvesant,Below 200% FPL,2015,Number,23186,106
Murray Hill/Stuyvesant,200 to 399% FPL,2015,Number,13179,106
Murray Hill/Stuyvesant,400% FPL and above,2015,Number,99259,106
Murray Hill/Stuyvesant,Below 100% FPL,2016,Number,7403,106
Murray Hill/Stuyvesant,100 to 199% FPL,2016,Number,9899,106
Murray Hill/Stuyvesant,Below 200% FPL,2016,Number,17302,106
Murray Hill/Stuyvesant,200 to 399% FPL,2016,Number,17730,106
Murray Hill/Stuyvesant,400% FPL and above,2016,Number,99399,106
Murray Hill/Stuyvesant,Below 100% FPL,2017,Number,11345,106
Murray Hill/Stuyvesant,100 to 199% FPL,2017,Number,14735,106
Murray Hill/Stuyvesant,Below 200% FPL,2017,Number,26080,106
Murray Hill/Stuyvesant,200 to 399% FPL,2017,Number,19896,106
Murray Hill/Stuyvesant,400% FPL and above,2017,Number,99328,106
Murray Hill/Stuyvesant,Below 100% FPL,2018,Number,11513,106
Murray Hill/Stuyvesant,100 to 199% FPL,2018,Number,9052,106
Murray Hill/Stuyvesant,Below 200% FPL,2018,Number,20565,106
Murray Hill/Stuyvesant,200 to 399% FPL,2018,Number,16413,106
Murray Hill/Stuyvesant,400% FPL and above,2018,Number,101819,106
Upper West Side,Below 100% FPL,2005,Number,18212,107
Upper West Side,100 to 199% FPL,2005,Number,13643,107
Upper West Side,Below 200% FPL,2005,Number,31855,107
Upper West Side,200 to 399% FPL,2005,Number,24812,107
Upper West Side,400% FPL and above,2005,Number,152151,107
Upper West Side,Below 100% FPL,2006,Number,20310,107
Upper West Side,100 to 199% FPL,2006,Number,11307,107
Upper West Side,Below 200% FPL,2006,Number,31617,107
Upper West Side,200 to 399% FPL,2006,Number,30977,107
Upper West Side,400% FPL and above,2006,Number,149973,107
Upper West Side,Below 100% FPL,2007,Number,20416,107
Upper West Side,100 to 199% FPL,2007,Number,18461,107
Upper West Side,Below 200% FPL,2007,Number,38877,107
Upper West Side,200 to 399% FPL,2007,Number,27595,107
Upper West Side,400% FPL and above,2007,Number,145326,107
Upper West Side,Below 100% FPL,2008,Number,20788,107
Upper West Side,100 to 199% FPL,2008,Number,10814,107
Upper West Side,Below 200% FPL,2008,Number,31602,107
Upper West Side,200 to 399% FPL,2008,Number,32222,107
Upper West Side,400% FPL and above,2008,Number,139759,107
Upper West Side,Below 100% FPL,2009,Number,19321,107
Upper West Side,100 to 199% FPL,2009,Number,18289,107
Upper West Side,Below 200% FPL,2009,Number,37610,107
Upper West Side,200 to 399% FPL,2009,Number,22807,107
Upper West Side,400% FPL and above,2009,Number,150132,107
Upper West Side,Below 100% FPL,2010,Number,23681,107
Upper West Side,100 to 199% FPL,2010,Number,23250,107
Upper West Side,Below 200% FPL,2010,Number,46931,107
Upper West Side,200 to 399% FPL,2010,Number,29450,107
Upper West Side,400% FPL and above,2010,Number,119931,107
Upper West Side,Below 100% FPL,2011,Number,22482,107
Upper West Side,100 to 199% FPL,2011,Number,17124,107
Upper West Side,Below 200% FPL,2011,Number,39606,107
Upper West Side,200 to 399% FPL,2011,Number,25807,107
Upper West Side,400% FPL and above,2011,Number,125122,107
Upper West Side,Below 100% FPL,2012,Number,16093,107
Upper West Side,100 to 199% FPL,2012,Number,15194,107
Upper West Side,Below 200% FPL,2012,Number,31287,107
Upper West Side,200 to 399% FPL,2012,Number,31578,107
Upper West Side,400% FPL and above,2012,Number,133085,107
Upper West Side,Below 100% FPL,2013,Number,17806,107
Upper West Side,100 to 199% FPL,2013,Number,13281,107
Upper West Side,Below 200% FPL,2013,Number,31087,107
Upper West Side,200 to 399% FPL,2013,Number,27124,107
Upper West Side,400% FPL and above,2013,Number,118566,107
Upper West Side,Below 100% FPL,2014,Number,12819,107
Upper West Side,100 to 199% FPL,2014,Number,11162,107
Upper West Side,Below 200% FPL,2014,Number,23981,107
Upper West Side,200 to 399% FPL,2014,Number,28525,107
Upper West Side,400% FPL and above,2014,Number,136742,107
Upper West Side,Below 100% FPL,2015,Number,27152,107
Upper West Side,100 to 199% FPL,2015,Number,15441,107
Upper West Side,Below 200% FPL,2015,Number,42593,107
Upper West Side,200 to 399% FPL,2015,Number,22119,107
Upper West Side,400% FPL and above,2015,Number,122058,107
Upper West Side,Below 100% FPL,2016,Number,18532,107
Upper West Side,100 to 199% FPL,2016,Number,11038,107
Upper West Side,Below 200% FPL,2016,Number,29570,107
Upper West Side,200 to 399% FPL,2016,Number,26728,107
Upper West Side,400% FPL and above,2016,Number,130514,107
Upper West Side,Below 100% FPL,2017,Number,18797,107
Upper West Side,100 to 199% FPL,2017,Number,19840,107
Upper West Side,Below 200% FPL,2017,Number,38637,107
Upper West Side,200 to 399% FPL,2017,Number,18102,107
Upper West Side,400% FPL and above,2017,Number,147371,107
Upper West Side,Below 100% FPL,2018,Number,18201,107
Upper West Side,100 to 199% FPL,2018,Number,15712,107
Upper West Side,Below 200% FPL,2018,Number,33913,107
Upper West Side,200 to 399% FPL,2018,Number,23020,107
Upper West Side,400% FPL and above,2018,Number,131475,107
Upper East Side,Below 100% FPL,2005,Number,12799,108
Upper East Side,100 to 199% FPL,2005,Number,13839,108
Upper East Side,Below 200% FPL,2005,Number,26638,108
Upper East Side,200 to 399% FPL,2005,Number,23201,108
Upper East Side,400% FPL and above,2005,Number,158183,108
Upper East Side,Below 100% FPL,2006,Number,8853,108
Upper East Side,100 to 199% FPL,2006,Number,12283,108
Upper East Side,Below 200% FPL,2006,Number,21136,108
Upper East Side,200 to 399% FPL,2006,Number,26396,108
Upper East Side,400% FPL and above,2006,Number,164464,108
Upper East Side,Below 100% FPL,2007,Number,8804,108
Upper East Side,100 to 199% FPL,2007,Number,10025,108
Upper East Side,Below 200% FPL,2007,Number,18829,108
Upper East Side,200 to 399% FPL,2007,Number,31901,108
Upper East Side,400% FPL and above,2007,Number,165435,108
Upper East Side,Below 100% FPL,2008,Number,12507,108
Upper East Side,100 to 199% FPL,2008,Number,9539,108
Upper East Side,Below 200% FPL,2008,Number,22046,108
Upper East Side,200 to 399% FPL,2008,Number,32257,108
Upper East Side,400% FPL and above,2008,Number,176454,108
Upper East Side,Below 100% FPL,2009,Number,13322,108
Upper East Side,100 to 199% FPL,2009,Number,12134,108
Upper East Side,Below 200% FPL,2009,Number,25456,108
Upper East Side,200 to 399% FPL,2009,Number,28923,108
Upper East Side,400% FPL and above,2009,Number,177115,108
Upper East Side,Below 100% FPL,2010,Number,14159,108
Upper East Side,100 to 199% FPL,2010,Number,13496,108
Upper East Side,Below 200% FPL,2010,Number,27655,108
Upper East Side,200 to 399% FPL,2010,Number,34131,108
Upper East Side,400% FPL and above,2010,Number,154759,108
Upper East Side,Below 100% FPL,2011,Number,11254,108
Upper East Side,100 to 199% FPL,2011,Number,7167,108
Upper East Side,Below 200% FPL,2011,Number,18421,108
Upper East Side,200 to 399% FPL,2011,Number,21323,108
Upper East Side,400% FPL and above,2011,Number,166131,108
Upper East Side,Below 100% FPL,2012,Number,18833,108
Upper East Side,100 to 199% FPL,2012,Number,10653,108
Upper East Side,Below 200% FPL,2012,Number,29486,108
Upper East Side,200 to 399% FPL,2012,Number,27736,108
Upper East Side,400% FPL and above,2012,Number,160021,108
Upper East Side,Below 100% FPL,2013,Number,13960,108
Upper East Side,100 to 199% FPL,2013,Number,11494,108
Upper East Side,Below 200% FPL,2013,Number,25454,108
Upper East Side,200 to 399% FPL,2013,Number,32869,108
Upper East Side,400% FPL and above,2013,Number,157151,108
Upper East Side,Below 100% FPL,2014,Number,19364,108
Upper East Side,100 to 199% FPL,2014,Number,11684,108
Upper East Side,Below 200% FPL,2014,Number,31048,108
Upper East Side,200 to 399% FPL,2014,Number,19390,108
Upper East Side,400% FPL and above,2014,Number,169229,108
Upper East Side,Below 100% FPL,2015,Number,8802,108
Upper East Side,100 to 199% FPL,2015,Number,10354,108
Upper East Side,Below 200% FPL,2015,Number,19156,108
Upper East Side,200 to 399% FPL,2015,Number,32617,108
Upper East Side,400% FPL and above,2015,Number,159565,108
Upper East Side,Below 100% FPL,2016,Number,13717,108
Upper East Side,100 to 199% FPL,2016,Number,14205,108
Upper East Side,Below 200% FPL,2016,Number,27922,108
Upper East Side,200 to 399% FPL,2016,Number,26566,108
Upper East Side,400% FPL and above,2016,Number,161339,108
Upper East Side,Below 100% FPL,2017,Number,13060,108
Upper East Side,100 to 199% FPL,2017,Number,11179,108
Upper East Side,Below 200% FPL,2017,Number,24239,108
Upper East Side,200 to 399% FPL,2017,Number,20811,108
Upper East Side,400% FPL and above,2017,Number,166044,108
Upper East Side,Below 100% FPL,2018,Number,11322,108
Upper East Side,100 to 199% FPL,2018,Number,9990,108
Upper East Side,Below 200% FPL,2018,Number,21312,108
Upper East Side,200 to 399% FPL,2018,Number,21253,108
Upper East Side,400% FPL and above,2018,Number,159062,108
Manhattanville,Below 100% FPL,2005,Number,34893,109
Manhattanville,100 to 199% FPL,2005,Number,22376,109
Manhattanville,Below 200% FPL,2005,Number,57269,109
Manhattanville,200 to 399% FPL,2005,Number,22299,109
Manhattanville,400% FPL and above,2005,Number,32790,109
Manhattanville,Below 100% FPL,2006,Number,30445,109
Manhattanville,100 to 199% FPL,2006,Number,26628,109
Manhattanville,Below 200% FPL,2006,Number,57073,109
Manhattanville,200 to 399% FPL,2006,Number,24973,109
Manhattanville,400% FPL and above,2006,Number,29702,109
Manhattanville,Below 100% FPL,2007,Number,28653,109
Manhattanville,100 to 199% FPL,2007,Number,27442,109
Manhattanville,Below 200% FPL,2007,Number,56095,109
Manhattanville,200 to 399% FPL,2007,Number,30905,109
Manhattanville,400% FPL and above,2007,Number,37728,109
Manhattanville,Below 100% FPL,2008,Number,33974,109
Manhattanville,100 to 199% FPL,2008,Number,28066,109
Manhattanville,Below 200% FPL,2008,Number,62040,109
Manhattanville,200 to 399% FPL,2008,Number,22320,109
Manhattanville,400% FPL and above,2008,Number,33289,109
Manhattanville,Below 100% FPL,2009,Number,30030,109
Manhattanville,100 to 199% FPL,2009,Number,29510,109
Manhattanville,Below 200% FPL,2009,Number,59540,109
Manhattanville,200 to 399% FPL,2009,Number,28845,109
Manhattanville,400% FPL and above,2009,Number,37983,109
Manhattanville,Below 100% FPL,2010,Number,36430,109
Manhattanville,100 to 199% FPL,2010,Number,28186,109
Manhattanville,Below 200% FPL,2010,Number,64616,109
Manhattanville,200 to 399% FPL,2010,Number,21344,109
Manhattanville,400% FPL and above,2010,Number,38049,109
Manhattanville,Below 100% FPL,2011,Number,33817,109
Manhattanville,100 to 199% FPL,2011,Number,32302,109
Manhattanville,Below 200% FPL,2011,Number,66119,109
Manhattanville,200 to 399% FPL,2011,Number,30107,109
Manhattanville,400% FPL and above,2011,Number,31410,109
Manhattanville,Below 100% FPL,2012,Number,39944,109
Manhattanville,100 to 199% FPL,2012,Number,14434,109
Manhattanville,Below 200% FPL,2012,Number,54378,109
Manhattanville,200 to 399% FPL,2012,Number,31339,109
Manhattanville,400% FPL and above,2012,Number,31922,109
Manhattanville,Below 100% FPL,2013,Number,31406,109
Manhattanville,100 to 199% FPL,2013,Number,26990,109
Manhattanville,Below 200% FPL,2013,Number,58396,109
Manhattanville,200 to 399% FPL,2013,Number,26902,109
Manhattanville,400% FPL and above,2013,Number,35050,109
Manhattanville,Below 100% FPL,2014,Number,31868,109
Manhattanville,100 to 199% FPL,2014,Number,27239,109
Manhattanville,Below 200% FPL,2014,Number,59107,109
Manhattanville,200 to 399% FPL,2014,Number,23662,109
Manhattanville,400% FPL and above,2014,Number,37837,109
Manhattanville,Below 100% FPL,2015,Number,28608,109
Manhattanville,100 to 199% FPL,2015,Number,30576,109
Manhattanville,Below 200% FPL,2015,Number,59184,109
Manhattanville,200 to 399% FPL,2015,Number,24716,109
Manhattanville,400% FPL and above,2015,Number,37910,109
Manhattanville,Below 100% FPL,2016,Number,27859,109
Manhattanville,100 to 199% FPL,2016,Number,26339,109
Manhattanville,Below 200% FPL,2016,Number,54198,109
Manhattanville,200 to 399% FPL,2016,Number,26887,109
Manhattanville,400% FPL and above,2016,Number,33864,109
Manhattanville,Below 100% FPL,2017,Number,28873,109
Manhattanville,100 to 199% FPL,2017,Number,24327,109
Manhattanville,Below 200% FPL,2017,Number,53200,109
Manhattanville,200 to 399% FPL,2017,Number,28831,109
Manhattanville,400% FPL and above,2017,Number,44000,109
Manhattanville,Below 100% FPL,2018,Number,26116,109
Manhattanville,100 to 199% FPL,2018,Number,25391,109
Manhattanville,Below 200% FPL,2018,Number,51507,109
Manhattanville,200 to 399% FPL,2018,Number,33685,109
Manhattanville,400% FPL and above,2018,Number,49452,109
Central Harlem,Below 100% FPL,2005,Number,39121,110
Central Harlem,100 to 199% FPL,2005,Number,22217,110
Central Harlem,Below 200% FPL,2005,Number,61338,110
Central Harlem,200 to 399% FPL,2005,Number,31232,110
Central Harlem,400% FPL and above,2005,Number,24124,110
Central Harlem,Below 100% FPL,2006,Number,36163,110
Central Harlem,100 to 199% FPL,2006,Number,28899,110
Central Harlem,Below 200% FPL,2006,Number,65062,110
Central Harlem,200 to 399% FPL,2006,Number,25498,110
Central Harlem,400% FPL and above,2006,Number,26749,110
Central Harlem,Below 100% FPL,2007,Number,36985,110
Central Harlem,100 to 199% FPL,2007,Number,25637,110
Central Harlem,Below 200% FPL,2007,Number,62622,110
Central Harlem,200 to 399% FPL,2007,Number,35761,110
Central Harlem,400% FPL and above,2007,Number,25237,110
Central Harlem,Below 100% FPL,2008,Number,34794,110
Central Harlem,100 to 199% FPL,2008,Number,22150,110
Central Harlem,Below 200% FPL,2008,Number,56944,110
Central Harlem,200 to 399% FPL,2008,Number,36234,110
Central Harlem,400% FPL and above,2008,Number,31449,110
Central Harlem,Below 100% FPL,2009,Number,31125,110
Central Harlem,100 to 199% FPL,2009,Number,25172,110
Central Harlem,Below 200% FPL,2009,Number,56297,110
Central Harlem,200 to 399% FPL,2009,Number,26637,110
Central Harlem,400% FPL and above,2009,Number,38189,110
Central Harlem,Below 100% FPL,2010,Number,36771,110
Central Harlem,100 to 199% FPL,2010,Number,30832,110
Central Harlem,Below 200% FPL,2010,Number,67603,110
Central Harlem,200 to 399% FPL,2010,Number,27413,110
Central Harlem,400% FPL and above,2010,Number,30595,110
Central Harlem,Below 100% FPL,2011,Number,30755,110
Central Harlem,100 to 199% FPL,2011,Number,33463,110
Central Harlem,Below 200% FPL,2011,Number,64218,110
Central Harlem,200 to 399% FPL,2011,Number,34114,110
Central Harlem,400% FPL and above,2011,Number,24463,110
Central Harlem,Below 100% FPL,2012,Number,38785,110
Central Harlem,100 to 199% FPL,2012,Number,30362,110
Central Harlem,Below 200% FPL,2012,Number,69147,110
Central Harlem,200 to 399% FPL,2012,Number,34942,110
Central Harlem,400% FPL and above,2012,Number,33670,110
Central Harlem,Below 100% FPL,2013,Number,50268,110
Central Harlem,100 to 199% FPL,2013,Number,28982,110
Central Harlem,Below 200% FPL,2013,Number,79250,110
Central Harlem,200 to 399% FPL,2013,Number,37292,110
Central Harlem,400% FPL and above,2013,Number,31220,110
Central Harlem,Below 100% FPL,2014,Number,38808,110
Central Harlem,100 to 199% FPL,2014,Number,24778,110
Central Harlem,Below 200% FPL,2014,Number,63586,110
Central Harlem,200 to 399% FPL,2014,Number,29587,110
Central Harlem,400% FPL and above,2014,Number,37829,110
Central Harlem,Below 100% FPL,2015,Number,34177,110
Central Harlem,100 to 199% FPL,2015,Number,26832,110
Central Harlem,Below 200% FPL,2015,Number,61009,110
Central Harlem,200 to 399% FPL,2015,Number,38533,110
Central Harlem,400% FPL and above,2015,Number,39404,110
Central Harlem,Below 100% FPL,2016,Number,40684,110
Central Harlem,100 to 199% FPL,2016,Number,27726,110
Central Harlem,Below 200% FPL,2016,Number,68410,110
Central Harlem,200 to 399% FPL,2016,Number,37559,110
Central Harlem,400% FPL and above,2016,Number,36697,110
Central Harlem,Below 100% FPL,2017,Number,37288,110
Central Harlem,100 to 199% FPL,2017,Number,31288,110
Central Harlem,Below 200% FPL,2017,Number,68576,110
Central Harlem,200 to 399% FPL,2017,Number,30818,110
Central Harlem,400% FPL and above,2017,Number,47112,110
Central Harlem,Below 100% FPL,2018,Number,38554,110
Central Harlem,100 to 199% FPL,2018,Number,26145,110
Central Harlem,Below 200% FPL,2018,Number,64699,110
Central Harlem,200 to 399% FPL,2018,Number,38060,110
Central Harlem,400% FPL and above,2018,Number,43500,110
East Harlem,Below 100% FPL,2005,Number,31237,111
East Harlem,100 to 199% FPL,2005,Number,26156,111
East Harlem,Below 200% FPL,2005,Number,57393,111
East Harlem,200 to 399% FPL,2005,Number,31482,111
East Harlem,400% FPL and above,2005,Number,18059,111
East Harlem,Below 100% FPL,2006,Number,45892,111
East Harlem,100 to 199% FPL,2006,Number,38469,111
East Harlem,Below 200% FPL,2006,Number,84361,111
East Harlem,200 to 399% FPL,2006,Number,23898,111
East Harlem,400% FPL and above,2006,Number,24265,111
East Harlem,Below 100% FPL,2007,Number,33505,111
East Harlem,100 to 199% FPL,2007,Number,33566,111
East Harlem,Below 200% FPL,2007,Number,67071,111
East Harlem,200 to 399% FPL,2007,Number,30598,111
East Harlem,400% FPL and above,2007,Number,22274,111
East Harlem,Below 100% FPL,2008,Number,29878,111
East Harlem,100 to 199% FPL,2008,Number,35671,111
East Harlem,Below 200% FPL,2008,Number,65549,111
East Harlem,200 to 399% FPL,2008,Number,33085,111
East Harlem,400% FPL and above,2008,Number,26211,111
East Harlem,Below 100% FPL,2009,Number,33210,111
East Harlem,100 to 199% FPL,2009,Number,28469,111
East Harlem,Below 200% FPL,2009,Number,61679,111
East Harlem,200 to 399% FPL,2009,Number,24371,111
East Harlem,400% FPL and above,2009,Number,25034,111
East Harlem,Below 100% FPL,2010,Number,36498,111
East Harlem,100 to 199% FPL,2010,Number,28799,111
East Harlem,Below 200% FPL,2010,Number,65297,111
East Harlem,200 to 399% FPL,2010,Number,22358,111
East Harlem,400% FPL and above,2010,Number,24599,111
East Harlem,Below 100% FPL,2011,Number,33847,111
East Harlem,100 to 199% FPL,2011,Number,30908,111
East Harlem,Below 200% FPL,2011,Number,64755,111
East Harlem,200 to 399% FPL,2011,Number,30233,111
East Harlem,400% FPL and above,2011,Number,25788,111
East Harlem,Below 100% FPL,2012,Number,37423,111
East Harlem,100 to 199% FPL,2012,Number,34564,111
East Harlem,Below 200% FPL,2012,Number,71987,111
East Harlem,200 to 399% FPL,2012,Number,22664,111
East Harlem,400% FPL and above,2012,Number,24902,111
East Harlem,Below 100% FPL,2013,Number,35229,111
East Harlem,100 to 199% FPL,2013,Number,29890,111
East Harlem,Below 200% FPL,2013,Number,65119,111
East Harlem,200 to 399% FPL,2013,Number,21158,111
East Harlem,400% FPL and above,2013,Number,24395,111
East Harlem,Below 100% FPL,2014,Number,40846,111
East Harlem,100 to 199% FPL,2014,Number,31993,111
East Harlem,Below 200% FPL,2014,Number,72839,111
East Harlem,200 to 399% FPL,2014,Number,29124,111
East Harlem,400% FPL and above,2014,Number,24031,111
East Harlem,Below 100% FPL,2015,Number,44422,111
East Harlem,100 to 199% FPL,2015,Number,25761,111
East Harlem,Below 200% FPL,2015,Number,70183,111
East Harlem,200 to 399% FPL,2015,Number,23251,111
East Harlem,400% FPL and above,2015,Number,25365,111
East Harlem,Below 100% FPL,2016,Number,44190,111
East Harlem,100 to 199% FPL,2016,Number,33258,111
East Harlem,Below 200% FPL,2016,Number,77448,111
East Harlem,200 to 399% FPL,2016,Number,26010,111
East Harlem,400% FPL and above,2016,Number,27154,111
East Harlem,Below 100% FPL,2017,Number,40019,111
East Harlem,100 to 199% FPL,2017,Number,21890,111
East Harlem,Below 200% FPL,2017,Number,61909,111
East Harlem,200 to 399% FPL,2017,Number,33218,111
