Location,Age Group,TimeFrame,DataFormat,Data,Fips,zipcode
Upper West Side,5 to 17 Years,2007,Rate,158.2,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,0 to 17 Years,2007,Number,594.0,uhf304,"10023, 10024, 10025, 10069"
Washington Heights - Inwood,0 to 4 years,2007,Number,820.0,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,0 to 4 years,2007,Rate,532.9,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,5 to 17 Years,2007,Number,924.0,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,5 to 17 Years,2007,Rate,228.8,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,0 to 17 Years,2007,Number,1744.0,uhf301,"10031, 10032, 10033, 10034, 10040"
West Queens,0 to 4 years,2007,Rate,265.8,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
West Queens,0 to 4 years,2007,Number,835.0,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
West Queens,5 to 17 Years,2007,Number,939.0,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
West Queens,5 to 17 Years,2007,Rate,138.1,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
West Queens,0 to 17 Years,2007,Number,1774.0,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
Williamsburg - Bushwick,0 to 4 years,2007,Rate,685.0,uhf211,"11206, 11221, 11237"
Williamsburg - Bushwick,0 to 4 years,2007,Number,1067.0,uhf211,"11206, 11221, 11237"
Williamsburg - Bushwick,5 to 17 Years,2007,Number,1192.0,uhf211,"11206, 11221, 11237"
Williamsburg - Bushwick,5 to 17 Years,2007,Rate,295.2,uhf211,"11206, 11221, 11237"
Williamsburg - Bushwick,0 to 17 Years,2007,Number,2259.0,uhf211,"11206, 11221, 11237"
Willowbrook,0 to 4 years,2007,Number,45.0,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Willowbrook,0 to 4 years,2007,Rate,91.7,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Willowbrook,5 to 17 Years,2007,Number,55.0,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Willowbrook,5 to 17 Years,2007,Rate,39.7,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Willowbrook,0 to 17 Years,2007,Number,100.0,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Bayside - Little Neck,0 to 4 years,2008,Rate,133.2,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bayside - Little Neck,0 to 4 years,2008,Number,55.0,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bayside - Little Neck,5 to 17 Years,2008,Number,64.0,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bayside - Little Neck,5 to 17 Years,2008,Rate,51.7,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bayside - Little Neck,0 to 17 Years,2008,Number,119.0,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bedford Stuyvesant - Crown Heights,0 to 4 years,2008,Rate,635.7,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,0 to 4 years,2008,Number,1348.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,5 to 17 Years,2008,Number,1648.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,5 to 17 Years,2008,Rate,287.2,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,0 to 17 Years,2008,Number,2996.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bensonhurst - Bay Ridge,0 to 4 years,2008,Rate,45.5,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,0 to 4 years,2008,Number,56.0,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,5 to 17 Years,2008,Number,81.0,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,5 to 17 Years,2008,Rate,28.6,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,0 to 17 Years,2008,Number,137.0,uhf209,"11209, 11214, 11228"
Borough Park,0 to 4 years,2008,Number,125.0,uhf206,"11204, 11218, 11219, 11230"
Borough Park,0 to 4 years,2008,Rate,39.6,uhf206,"11204, 11218, 11219, 11230"
Borough Park,5 to 17 Years,2008,Number,155.0,uhf206,"11204, 11218, 11219, 11230"
Borough Park,5 to 17 Years,2008,Rate,23.8,uhf206,"11204, 11218, 11219, 11230"
Borough Park,0 to 17 Years,2008,Number,280.0,uhf206,"11204, 11218, 11219, 11230"
Bronx,0 to 4 years,2008,Number,7041.0,36005,N/A
Bronx,0 to 4 years,2008,Rate,681.9,36005,N/A
Bronx,5 to 17 Years,2008,Number,7965.0,36005,N/A
Bronx,5 to 17 Years,2008,Rate,298.3,36005,N/A
Bronx,0 to 17 Years,2008,Number,15006.0,36005,N/A
Brooklyn,0 to 4 years,2008,Rate,306.9,36047,N/A
Brooklyn,0 to 4 years,2008,Number,5432.0,36047,N/A
Brooklyn,5 to 17 Years,2008,Number,6727.0,36047,N/A
Brooklyn,5 to 17 Years,2008,Rate,158.6,36047,N/A
Brooklyn,0 to 17 Years,2008,Number,12159.0,36047,N/A
Canarsie - Flatlands,0 to 4 years,2008,Number,391.0,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,0 to 4 years,2008,Rate,345.8,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,5 to 17 Years,2008,Number,433.0,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,5 to 17 Years,2008,Rate,125.4,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,0 to 17 Years,2008,Number,824.0,uhf208,"11234, 11236, 11239"
Central Harlem - Morningside Heights,0 to 4 years,2008,Rate,849.1,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,0 to 4 years,2008,Number,825.0,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,5 to 17 Years,2008,Number,1371.0,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,5 to 17 Years,2008,Rate,541.9,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,0 to 17 Years,2008,Number,2196.0,uhf302,"10026, 10027, 10030, 10037, 10039"
Chelsea - Clinton,0 to 4 years,2008,Rate,255.7,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,0 to 4 years,2008,Number,122.0,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,5 to 17 Years,2008,Number,106.0,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,5 to 17 Years,2008,Rate,151.8,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,0 to 17 Years,2008,Number,228.0,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Coney Island - Sheepshead Bay,0 to 4 years,2008,Number,191.0,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,0 to 4 years,2008,Rate,111.6,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,5 to 17 Years,2008,Number,269.0,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,5 to 17 Years,2008,Rate,63.1,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,0 to 17 Years,2008,Number,460.0,uhf210,"11223, 11224, 11229, 11235"
Crotona - Tremont,0 to 4 years,2008,Number,1579.0,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,0 to 4 years,2008,Rate,884.7,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,5 to 17 Years,2008,Number,1542.0,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,5 to 17 Years,2008,Rate,338.3,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,0 to 17 Years,2008,Number,3121.0,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Downtown  - Heights - Slope,0 to 4 years,2008,Number,353.0,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,0 to 4 years,2008,Rate,231.5,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,5 to 17 Years,2008,Number,386.0,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,5 to 17 Years,2008,Rate,151.2,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,0 to 17 Years,2008,Number,739.0,uhf202,"11201, 11205, 11215, 11217, 11231"
East Flatbush - Flatbush,0 to 4 years,2008,Rate,351.8,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,0 to 4 years,2008,Number,669.0,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,5 to 17 Years,2008,Number,939.0,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,5 to 17 Years,2008,Rate,180.0,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,0 to 17 Years,2008,Number,1608.0,uhf207,"11203, 11210, 11225, 11226"
East Harlem,0 to 4 years,2008,Number,724.0,uhf303,"10029, 10035"
East Harlem,0 to 4 years,2008,Rate,1049.3,uhf303,"10029, 10035"
East Harlem,5 to 17 Years,2008,Number,1185.0,uhf303,"10029, 10035"
East Harlem,5 to 17 Years,2008,Rate,615.6,uhf303,"10029, 10035"
East Harlem,0 to 17 Years,2008,Number,1909.0,uhf303,"10029, 10035"
East New York,0 to 4 years,2008,Number,883.0,uhf204,"11207, 11208"
East New York,0 to 4 years,2008,Rate,640.8,uhf204,"11207, 11208"
East New York,5 to 17 Years,2008,Number,1080.0,uhf204,"11207, 11208"
East New York,5 to 17 Years,2008,Rate,271.8,uhf204,"11207, 11208"
East New York,0 to 17 Years,2008,Number,1963.0,uhf204,"11207, 11208"
Flushing - Clearview,0 to 4 years,2008,Number,161.0,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,0 to 4 years,2008,Rate,120.6,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,5 to 17 Years,2008,Number,255.0,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,5 to 17 Years,2008,Rate,80.2,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,0 to 17 Years,2008,Number,416.0,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Fordham - Bronx Park,0 to 4 years,2008,Number,1053.0,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,0 to 4 years,2008,Rate,517.7,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,5 to 17 Years,2008,Number,1123.0,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,5 to 17 Years,2008,Rate,228.3,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,0 to 17 Years,2008,Number,2176.0,uhf103,"10458, 10467, 10468"
Fresh Meadows,0 to 4 years,2008,Rate,144.4,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,0 to 4 years,2008,Number,92.0,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,5 to 17 Years,2008,Number,109.0,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,5 to 17 Years,2008,Rate,77.5,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,0 to 17 Years,2008,Number,201.0,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Gramercy Park -  Murray Hill,0 to 4 years,2008,Number,66.0,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,0 to 4 years,2008,Rate,142.6,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,5 to 17 Years,2008,Number,82.0,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,5 to 17 Years,2008,Rate,149.7,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,0 to 17 Years,2008,Number,148.0,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Greenpoint,0 to 4 years,2008,Rate,165.5,uhf201,"11211, 11222"
Greenpoint,0 to 4 years,2008,Number,165.0,uhf201,"11211, 11222"
Greenpoint,5 to 17 Years,2008,Number,175.0,uhf201,"11211, 11222"
Greenpoint,5 to 17 Years,2008,Rate,95.1,uhf201,"11211, 11222"
Greenpoint,0 to 17 Years,2008,Number,340.0,uhf201,"11211, 11222"
Greenwich Village - Soho,0 to 4 years,2008,Rate,89.2,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,0 to 4 years,2008,Number,31.0,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,5 to 17 Years,2008,Number,20.0,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,5 to 17 Years,2008,Rate,37.7,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,0 to 17 Years,2008,Number,51.0,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
High Bridge - Morrisania,0 to 4 years,2008,Rate,977.8,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,0 to 4 years,2008,Number,1690.0,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,5 to 17 Years,2008,Number,1710.0,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,5 to 17 Years,2008,Rate,382.9,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,0 to 17 Years,2008,Number,3400.0,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,0 to 4 years,2008,Number,1009.0,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,0 to 4 years,2008,Rate,885.7,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,5 to 17 Years,2008,Number,1209.0,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,5 to 17 Years,2008,Rate,403.3,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,0 to 17 Years,2008,Number,2218.0,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Jamaica,0 to 4 years,2008,Rate,484.4,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,0 to 4 years,2008,Number,854.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,5 to 17 Years,2008,Number,714.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,5 to 17 Years,2008,Rate,147.5,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,0 to 17 Years,2008,Number,1568.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Kingsbridge - Riverdale,0 to 4 years,2008,Number,143.0,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,0 to 4 years,2008,Rate,260.2,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,5 to 17 Years,2008,Number,126.0,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,5 to 17 Years,2008,Rate,105.1,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,0 to 17 Years,2008,Number,269.0,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Long Island City - Astoria,0 to 4 years,2008,Number,276.0,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,0 to 4 years,2008,Rate,253.4,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,5 to 17 Years,2008,Number,377.0,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,5 to 17 Years,2008,Rate,159.7,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,0 to 17 Years,2008,Number,653.0,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Lower Manhattan,0 to 4 years,2008,Rate,184.0,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,0 to 4 years,2008,Number,57.0,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,5 to 17 Years,2008,Number,32.0,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,5 to 17 Years,2008,Rate,92.5,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,0 to 17 Years,2008,Number,89.0,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Manhattan,0 to 4 years,2008,Rate,402.2,36061,N/A
Manhattan,0 to 4 years,2008,Number,3196.0,36061,N/A
Manhattan,5 to 17 Years,2008,Number,4682.0,36061,N/A
Manhattan,5 to 17 Years,2008,Rate,289.1,36061,N/A
Manhattan,0 to 17 Years,2008,Number,7878.0,36061,N/A
New York City,0 to 4 years,2008,Number,19995.0,3651000,N/A
New York City,0 to 4 years,2008,Rate,382.8,3651000,N/A
New York City,5 to 17 Years,2008,Number,24227.0,3651000,N/A
New York City,5 to 17 Years,2008,Rate,192.1,3651000,N/A
New York City,0 to 17 Years,2008,Number,44222.0,3651000,N/A
Northeast Bronx,0 to 4 years,2008,Rate,528.1,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,0 to 4 years,2008,Number,609.0,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,5 to 17 Years,2008,Number,794.0,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,5 to 17 Years,2008,Rate,238.4,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,0 to 17 Years,2008,Number,1403.0,uhf102,"10466, 10469, 10470, 10475"
Pelham - Throgs Neck,0 to 4 years,2008,Rate,480.5,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,0 to 4 years,2008,Number,956.0,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,5 to 17 Years,2008,Number,1243.0,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,5 to 17 Years,2008,Rate,237.6,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,0 to 17 Years,2008,Number,2199.0,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Port  Richmond,0 to 4 years,2008,Number,167.0,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,0 to 4 years,2008,Rate,320.1,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,5 to 17 Years,2008,Number,207.0,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,5 to 17 Years,2008,Rate,142.7,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,0 to 17 Years,2008,Number,374.0,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Queens,0 to 4 years,2008,Number,3839.0,36081,N/A
Queens,0 to 4 years,2008,Rate,286.0,36081,N/A
Queens,5 to 17 Years,2008,Number,4133.0,36081,N/A
Queens,5 to 17 Years,2008,Rate,126.3,36081,N/A
Queens,0 to 17 Years,2008,Number,7972.0,36081,N/A
Ridgewood - Forest Hills,0 to 4 years,2008,Number,281.0,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,0 to 4 years,2008,Rate,194.4,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,5 to 17 Years,2008,Number,252.0,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,5 to 17 Years,2008,Rate,79.7,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,0 to 17 Years,2008,Number,533.0,uhf405,"11374, 11375, 11379, 11385"
Rockaway,0 to 4 years,2008,Rate,422.7,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,0 to 4 years,2008,Number,359.0,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,5 to 17 Years,2008,Number,423.0,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,5 to 17 Years,2008,Rate,199.2,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,0 to 17 Years,2008,Number,782.0,uhf410,"11691, 11692, 11693, 11694, 11697"
South Beach - Tottenville,0 to 4 years,2008,Rate,79.7,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,0 to 4 years,2008,Number,84.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,5 to 17 Years,2008,Number,139.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,5 to 17 Years,2008,Rate,43.6,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,0 to 17 Years,2008,Number,223.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
Southeast Queens,0 to 4 years,2008,Number,343.0,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,0 to 4 years,2008,Rate,329.3,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,5 to 17 Years,2008,Number,319.0,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,5 to 17 Years,2008,Rate,100.4,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,0 to 17 Years,2008,Number,662.0,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southwest Queens,0 to 4 years,2008,Number,531.0,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,0 to 4 years,2008,Rate,319.7,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,5 to 17 Years,2008,Number,576.0,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,5 to 17 Years,2008,Rate,129.2,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,0 to 17 Years,2008,Number,1107.0,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Stapleton - St. George,0 to 4 years,2008,Rate,247.9,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,0 to 4 years,2008,Number,190.0,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,5 to 17 Years,2008,Number,289.0,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,5 to 17 Years,2008,Rate,138.7,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,0 to 17 Years,2008,Number,479.0,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Staten Island,0 to 4 years,2008,Rate,171.9,36085,N/A
Staten Island,0 to 4 years,2008,Number,487.0,36085,N/A
Staten Island,5 to 17 Years,2008,Number,720.0,36085,N/A
Staten Island,5 to 17 Years,2008,Rate,88.9,36085,N/A
Staten Island,0 to 17 Years,2008,Number,1207.0,36085,N/A
Sunset Park,0 to 4 years,2008,Rate,135.3,uhf205,"11220, 11232"
Sunset Park,0 to 4 years,2008,Number,132.0,uhf205,"11220, 11232"
Sunset Park,5 to 17 Years,2008,Number,177.0,uhf205,"11220, 11232"
Sunset Park,5 to 17 Years,2008,Rate,86.6,uhf205,"11220, 11232"
Sunset Park,0 to 17 Years,2008,Number,309.0,uhf205,"11220, 11232"
Union Square - Lower East Side,0 to 4 years,2008,Number,272.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,0 to 4 years,2008,Rate,349.1,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,5 to 17 Years,2008,Number,394.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,5 to 17 Years,2008,Rate,220.5,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,0 to 17 Years,2008,Number,666.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Upper East Side,0 to 4 years,2008,Number,112.0,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,0 to 4 years,2008,Rate,94.8,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,5 to 17 Years,2008,Number,133.0,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,5 to 17 Years,2008,Rate,71.1,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,0 to 17 Years,2008,Number,245.0,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper West Side,0 to 4 years,2008,Rate,235.5,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,0 to 4 years,2008,Number,282.0,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,5 to 17 Years,2008,Number,314.0,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,5 to 17 Years,2008,Rate,157.6,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,0 to 17 Years,2008,Number,596.0,uhf304,"10023, 10024, 10025, 10069"
Washington Heights - Inwood,0 to 4 years,2008,Number,698.0,uhf301,"10031, 10032, 10033, 10034, 10040"
